id,suscriptor_id,es_plantilla,codigo,nombre,tipo,naturaleza,nivel,categoria_nivel,ruta,ruta_codigo,padre_id,registra_tercero,requiere_centro_costo,requiere_presupuesto,niif_categoria_id,puc_categoria_id,activo,fecha_creacion,fecha_actualizacion
,,1,41356001,Venta de articulos en casas de empenho y prenderias,ingreso,C,5,auxiliar,,,413560,1,0,0,,,1,,
,,1,413562,VENTA DE EQUIPO FOTOGRAFICO,ingreso,C,4,subcuenta,,,4135,0,0,0,,,1,,
,,1,41356201,Venta de equipo fotografico,ingreso,C,5,auxiliar,,,413562,1,0,0,,,1,,
,,1,413564,VENTA DE EQUIPO OPTICO Y DE PRECISION,ingreso,C,4,subcuenta,,,4135,0,0,0,,,1,,
,,1,41356401,Venta de equipo optico y de precision,ingreso,C,5,auxiliar,,,413564,1,0,0,,,1,,
,,1,413566,VENTA DE EMPAQUES,ingreso,C,4,subcuenta,,,4135,0,0,0,,,1,,
,,1,41356601,Venta de empaques,ingreso,C,5,auxiliar,,,413566,1,0,0,,,1,,
,,1,413568,VENTA DE EQUIPO PROFESIONAL Y CIENTIFICO,ingreso,C,4,subcuenta,,,4135,0,0,0,,,1,,
,,1,41356801,Venta de equipo profesional y cientifico,ingreso,C,5,auxiliar,,,413568,1,0,0,,,1,,
,,1,413570,VENTA DE LOTERIAS- RIFAS- CHANCE- APUESTAS Y SIMILARES,ingreso,C,4,subcuenta,,,4135,0,0,0,,,1,,
,,1,41357001,Venta de loterias- rifas- chance- apuestas y similares,ingreso,C,5,auxiliar,,,413570,1,0,0,,,1,,
,,1,413572,REPARACION DE EFECTOS PERSONALES Y ELECTRODOMESTICOS,ingreso,C,4,subcuenta,,,4135,0,0,0,,,1,,
,,1,41357201,Reparacion de efectos personales y electrodomesticos,ingreso,C,5,auxiliar,,,413572,1,0,0,,,1,,
,,1,413595,VENTA DE OTROS PRODUCTOS,ingreso,C,4,subcuenta,,,4135,0,0,0,,,1,,
,,1,41359501,Venta de otros productos,ingreso,C,5,auxiliar,,,413595,1,0,0,,,1,,
,,1,4140,HOTELES Y RESTAURANTES,ingreso,C,3,cuenta,,,41,0,0,0,,,1,,
,,1,414005,HOTELERIA,ingreso,C,4,subcuenta,,,4140,0,0,0,,,1,,
,,1,41400501,Hoteleria,ingreso,C,5,auxiliar,,,414005,1,0,0,,,1,,
,,1,414010,CAMPAMENTO Y OTROS TIPOS DE HOSPEDAJE,ingreso,C,4,subcuenta,,,4140,0,0,0,,,1,,
,,1,41401001,Campamento y otros tipos de hospedaje,ingreso,C,5,auxiliar,,,414010,1,0,0,,,1,,
,,1,414015,RESTAURANTES,ingreso,C,4,subcuenta,,,4140,0,0,0,,,1,,
,,1,41401501,Restaurantes,ingreso,C,5,auxiliar,,,414015,1,0,0,,,1,,
,,1,414020,BARES Y CANTINAS,ingreso,C,4,subcuenta,,,4140,0,0,0,,,1,,
,,1,41402001,Bares y cantinas,ingreso,C,5,auxiliar,,,414020,1,0,0,,,1,,
,,1,414095,ACTIVIDADES CONEXAS,ingreso,C,4,subcuenta,,,4140,0,0,0,,,1,,
,,1,41409501,Actividades conexas,ingreso,C,5,auxiliar,,,414095,1,0,0,,,1,,
,,1,4145,TRANSPORTE- ALMACENAMIENTO Y COMUNICACIONES,ingreso,C,3,cuenta,,,41,0,0,0,,,1,,
,,1,414505,SERVICIO DE TRANSPORTE POR CARRETERA,ingreso,C,4,subcuenta,,,4145,0,0,0,,,1,,
,,1,41450501,Servicio de transporte por carretera,ingreso,C,5,auxiliar,,,414505,1,0,0,,,1,,
,,1,414510,SERVICIO DE TRANSPORTE POR VIA FERREA,ingreso,C,4,subcuenta,,,4145,0,0,0,,,1,,
,,1,41451001,Servicio de transporte por via ferrea,ingreso,C,5,auxiliar,,,414510,1,0,0,,,1,,
,,1,414515,SERVICIO DE TRANSPORTE POR VIA ACUATICA,ingreso,C,4,subcuenta,,,4145,0,0,0,,,1,,
,,1,41451501,Servicio de transporte por via acuatica,ingreso,C,5,auxiliar,,,414515,1,0,0,,,1,,
,,1,414520,SERVICIO DE TRANSPORTE POR VIA AEREA,ingreso,C,4,subcuenta,,,4145,0,0,0,,,1,,
,,1,41452001,Servicio de transporte por via aerea,ingreso,C,5,auxiliar,,,414520,1,0,0,,,1,,
,,1,414525,SERVICIO DE TRANSPORTE POR TUBERIAS,ingreso,C,4,subcuenta,,,4145,0,0,0,,,1,,
,,1,41452501,Servicio de transporte por tuberias,ingreso,C,5,auxiliar,,,414525,1,0,0,,,1,,
,,1,414530,MANIPULACION DE CARGA,ingreso,C,4,subcuenta,,,4145,0,0,0,,,1,,
,,1,41453001,Manipulacion de carga,ingreso,C,5,auxiliar,,,414530,1,0,0,,,1,,
,,1,414535,ALMACENAMIENTO Y DEPOSITO,ingreso,C,4,subcuenta,,,4145,0,0,0,,,1,,
,,1,41453501,Almacenamiento y deposito,ingreso,C,5,auxiliar,,,414535,1,0,0,,,1,,
,,1,414540,SERVICIOS COMPLEMENTARIOS PARA EL TRANSPORTE,ingreso,C,4,subcuenta,,,4145,0,0,0,,,1,,
,,1,41454001,Servicios complementarios para el transporte,ingreso,C,5,auxiliar,,,414540,1,0,0,,,1,,
,,1,414545,AGENCIAS DE VIAJE,ingreso,C,4,subcuenta,,,4145,0,0,0,,,1,,
,,1,41454501,Agencias de viaje,ingreso,C,5,auxiliar,,,414545,1,0,0,,,1,,
,,1,414550,OTRAS AGENCIAS DE TRANSPORTE,ingreso,C,4,subcuenta,,,4145,0,0,0,,,1,,
,,1,41455001,Otras agencias de transporte,ingreso,C,5,auxiliar,,,414550,1,0,0,,,1,,
,,1,414555,SERVICIO POSTAL Y DE CORREO,ingreso,C,4,subcuenta,,,4145,0,0,0,,,1,,
,,1,41455501,Servicio postal y de correo,ingreso,C,5,auxiliar,,,414555,1,0,0,,,1,,
,,1,414560,SERVICIO TELEFONICO,ingreso,C,4,subcuenta,,,4145,0,0,0,,,1,,
,,1,41456001,Servicio telefonico,ingreso,C,5,auxiliar,,,414560,1,0,0,,,1,,
,,1,414565,SERVICIO DE TELEGRAFO,ingreso,C,4,subcuenta,,,4145,0,0,0,,,1,,
,,1,41456501,Servicio de telegrafo,ingreso,C,5,auxiliar,,,414565,1,0,0,,,1,,
,,1,414570,SERVICIO DE TRANSMISION DE DATOS,ingreso,C,4,subcuenta,,,4145,0,0,0,,,1,,
,,1,41457001,Servicio de transmision de datos,ingreso,C,5,auxiliar,,,414570,1,0,0,,,1,,
,,1,414575,SERVICIO DE RADIO Y TELEVISION POR CABLE,ingreso,C,4,subcuenta,,,4145,0,0,0,,,1,,
,,1,41457501,Servicio de radio y television por cable,ingreso,C,5,auxiliar,,,414575,1,0,0,,,1,,
,,1,414580,TRANSMISION DE SONIDO E IMAGENES POR CONTRATO,ingreso,C,4,subcuenta,,,4145,0,0,0,,,1,,
,,1,41458001,Transmision de sonido e imagenes por contrato,ingreso,C,5,auxiliar,,,414580,1,0,0,,,1,,
,,1,414595,ACTIVIDADES CONEXAS,ingreso,C,4,subcuenta,,,4145,0,0,0,,,1,,
,,1,41459501,Actividades conexas,ingreso,C,5,auxiliar,,,414595,1,0,0,,,1,,
,,1,4150,ACTIVIDAD FINANCIERA,ingreso,C,3,cuenta,,,41,0,0,0,,,1,,
,,1,415005,VENTA DE INVERSIONES,ingreso,C,4,subcuenta,,,4150,0,0,0,,,1,,
,,1,41500501,Venta de inversiones,ingreso,C,5,auxiliar,,,415005,1,0,0,,,1,,
,,1,415010,DIVIDENDOS DE SOCIEDADES ANONIMAS Y/O ASIMILADAS,ingreso,C,4,subcuenta,,,4150,0,0,0,,,1,,
,,1,41501001,Dividendos de sociedades anonimas y/o asimiladas,ingreso,C,5,auxiliar,,,415010,1,0,0,,,1,,
,,1,415015,PARTICIPACIONES DE SOCIEDADES LIMITADAS Y/O ASIMILADAS,ingreso,C,4,subcuenta,,,4150,0,0,0,,,1,,
,,1,41501501,Participaciones de sociedades limitadas y/o asimiladas,ingreso,C,5,auxiliar,,,415015,1,0,0,,,1,,
,,1,415020,INTERESES,ingreso,C,4,subcuenta,,,4150,0,0,0,,,1,,
,,1,41502001,Intereses,ingreso,C,5,auxiliar,,,415020,1,0,0,,,1,,
,,1,415025,REAJUSTE MONETARIO-UPAC (HOY UVR),ingreso,C,4,subcuenta,,,4150,0,0,0,,,1,,
,,1,41502501,Reajuste monetario-UPAC (hoy UVR),ingreso,C,5,auxiliar,,,415025,1,0,0,,,1,,
,,1,415030,COMISIONES,ingreso,C,4,subcuenta,,,4150,0,0,0,,,1,,
,,1,41503001,Comisiones,ingreso,C,5,auxiliar,,,415030,1,0,0,,,1,,
,,1,415035,OPERACIONES DE DESCUENTO,ingreso,C,4,subcuenta,,,4150,0,0,0,,,1,,
,,1,41503501,Operaciones de descuento,ingreso,C,5,auxiliar,,,415035,1,0,0,,,1,,
,,1,415040,CUOTAS DE INSCRIPCION-CONSORCIOS,ingreso,C,4,subcuenta,,,4150,0,0,0,,,1,,
,,1,41504001,Cuotas de inscripcion-consorcios,ingreso,C,5,auxiliar,,,415040,1,0,0,,,1,,
,,1,415045,CUOTAS DE ADMINISTRACION-CONSORCIOS,ingreso,C,4,subcuenta,,,4150,0,0,0,,,1,,
,,1,41504501,Cuotas de administracion-consorcios,ingreso,C,5,auxiliar,,,415045,1,0,0,,,1,,
,,1,415050,REAJUSTE DEL SISTEMA-CONSORCIOS,ingreso,C,4,subcuenta,,,4150,0,0,0,,,1,,
,,1,41505001,Reajuste del sistema-consorcios,ingreso,C,5,auxiliar,,,415050,1,0,0,,,1,,
,,1,415055,ELIMINACION DE SUSCRIPTORES-CONSORCIOS,ingreso,C,4,subcuenta,,,4150,0,0,0,,,1,,
,,1,41505501,Eliminacion de suscriptores-consorcios,ingreso,C,5,auxiliar,,,415055,1,0,0,,,1,,
,,1,415060,CUOTAS DE INGRESO O RETIRO-SOCIEDAD ADMINISTRADORA,ingreso,C,4,subcuenta,,,4150,0,0,0,,,1,,
,,1,41506001,Cuotas de ingreso o retiro-sociedad administradora,ingreso,C,5,auxiliar,,,415060,1,0,0,,,1,,
,,1,415065,SERVICIOS A COMISIONISTAS,ingreso,C,4,subcuenta,,,4150,0,0,0,,,1,,
,,1,41506501,Servicios a comisionistas,ingreso,C,5,auxiliar,,,415065,1,0,0,,,1,,
,,1,415070,INSCRIPCIONES Y CUOTAS,ingreso,C,4,subcuenta,,,4150,0,0,0,,,1,,
,,1,41507001,Inscripciones y cuotas,ingreso,C,5,auxiliar,,,415070,1,0,0,,,1,,
,,1,415075,RECUPERACION DE GARANTIAS,ingreso,C,4,subcuenta,,,4150,0,0,0,,,1,,
,,1,41507501,Recuperacion de garantias,ingreso,C,5,auxiliar,,,415075,1,0,0,,,1,,
,,1,415080,INGRESOS METODO DE PARTICIPACION,ingreso,C,4,subcuenta,,,4150,0,0,0,,,1,,
,,1,41508001,Ingresos metodo de participacion,ingreso,C,5,auxiliar,,,415080,1,0,0,,,1,,
,,1,415095,ACTIVIDADES CONEXAS,ingreso,C,4,subcuenta,,,4150,0,0,0,,,1,,
,,1,41509501,Actividades conexas,ingreso,C,5,auxiliar,,,415095,1,0,0,,,1,,
,,1,4155,ACTIVIDADES INMOBILIARIAS- EMPRESARIALES Y DE ALQUILER,ingreso,C,3,cuenta,,,41,0,0,0,,,1,,
,,1,415505,ARRENDAMIENTOS DE BIENES INMUEBLES,ingreso,C,4,subcuenta,,,4155,0,0,0,,,1,,
,,1,41550501,Arrendamientos de bienes inmuebles,ingreso,C,5,auxiliar,,,415505,1,0,0,,,1,,
,,1,415510,INMOBILIARIAS POR RETRIBUCION O CONTRATA,ingreso,C,4,subcuenta,,,4155,0,0,0,,,1,,
,,1,41551001,Inmobiliarias por retribucion o contrata,ingreso,C,5,auxiliar,,,415510,1,0,0,,,1,,
,,1,415515,ALQUILER EQUIPO DE TRANSPORTE,ingreso,C,4,subcuenta,,,4155,0,0,0,,,1,,
,,1,41551501,Alquiler equipo de transporte,ingreso,C,5,auxiliar,,,415515,1,0,0,,,1,,
,,1,415520,ALQUILER MAQUINARIA Y EQUIPO,ingreso,C,4,subcuenta,,,4155,0,0,0,,,1,,
,,1,41552001,Alquiler maquinaria y equipo,ingreso,C,5,auxiliar,,,415520,1,0,0,,,1,,
,,1,415525,ALQUILER DE EFECTOS PERSONALES Y ENSERES DOMESTICOS,ingreso,C,4,subcuenta,,,4155,0,0,0,,,1,,
,,1,41552501,Alquiler de efectos personales y enseres domesticos,ingreso,C,5,auxiliar,,,415525,1,0,0,,,1,,
,,1,415530,CONSULTORIA EN EQUIPO Y PROGRAMAS DE INFORMATICA,ingreso,C,4,subcuenta,,,4155,0,0,0,,,1,,
,,1,41553001,Consultoria en equipo y programas de informatica,ingreso,C,5,auxiliar,,,415530,1,0,0,,,1,,
,,1,415535,PROCESAMIENTO DE DATOS,ingreso,C,4,subcuenta,,,4155,0,0,0,,,1,,
,,1,41553501,Procesamiento de datos,ingreso,C,5,auxiliar,,,415535,1,0,0,,,1,,
,,1,415540,MANTENIMIENTO Y REPARACION DE MAQUINARIA DE OFICINA,ingreso,C,4,subcuenta,,,4155,0,0,0,,,1,,
,,1,41554001,Mantenimiento y reparacion de maquinaria de oficina,ingreso,C,5,auxiliar,,,415540,1,0,0,,,1,,
,,1,415545,INVESTIGACIONES CIENTIFICAS Y DE DESARROLLO,ingreso,C,4,subcuenta,,,4155,0,0,0,,,1,,
,,1,41554501,Investigaciones cientificas y de desarrollo,ingreso,C,5,auxiliar,,,415545,1,0,0,,,1,,
,,1,415550,ACTIVIDADES EMPRESARIALES DE CONSULTORIA,ingreso,C,4,subcuenta,,,4155,0,0,0,,,1,,
,,1,41555001,Actividades empresariales de consultoria,ingreso,C,5,auxiliar,,,415550,1,0,0,,,1,,
,,1,415555,PUBLICIDAD,ingreso,C,4,subcuenta,,,4155,0,0,0,,,1,,
,,1,41555501,Publicidad,ingreso,C,5,auxiliar,,,415555,1,0,0,,,1,,
,,1,415560,DOTACION DE PERSONAL,ingreso,C,4,subcuenta,,,4155,0,0,0,,,1,,
,,1,41556001,Dotacion de personal,ingreso,C,5,auxiliar,,,415560,1,0,0,,,1,,
,,1,415565,INVESTIGACION Y SEGURIDAD,ingreso,C,4,subcuenta,,,4155,0,0,0,,,1,,
,,1,41556501,Investigacion y seguridad,ingreso,C,5,auxiliar,,,415565,1,0,0,,,1,,
,,1,415570,LIMPIEZA DE INMUEBLES,ingreso,C,4,subcuenta,,,4155,0,0,0,,,1,,
,,1,41557001,Limpieza de inmuebles,ingreso,C,5,auxiliar,,,415570,1,0,0,,,1,,
,,1,415575,FOTOGRAFIA,ingreso,C,4,subcuenta,,,4155,0,0,0,,,1,,
,,1,41557501,Fotografia,ingreso,C,5,auxiliar,,,415575,1,0,0,,,1,,
,,1,415580,ENVASE Y EMPAQUE,ingreso,C,4,subcuenta,,,4155,0,0,0,,,1,,
,,1,41558001,Envase y empaque,ingreso,C,5,auxiliar,,,415580,1,0,0,,,1,,
,,1,415585,FOTOCOPIADO,ingreso,C,4,subcuenta,,,4155,0,0,0,,,1,,
,,1,41558501,Fotocopiado,ingreso,C,5,auxiliar,,,415585,1,0,0,,,1,,
,,1,415590,MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO,ingreso,C,4,subcuenta,,,4155,0,0,0,,,1,,
,,1,41559001,Mantenimiento y reparacion de maquinaria y equipo,ingreso,C,5,auxiliar,,,415590,1,0,0,,,1,,
,,1,415595,ACTIVIDADES CONEXAS,ingreso,C,4,subcuenta,,,4155,0,0,0,,,1,,
,,1,41559501,Actividades conexas,ingreso,C,5,auxiliar,,,415595,1,0,0,,,1,,
,,1,4160,ENSEnhANZA,ingreso,C,3,cuenta,,,41,0,0,0,,,1,,
,,1,416005,ACTIVIDADES RELACIONADAS CON LA EDUCACION,ingreso,C,4,subcuenta,,,4160,0,0,0,,,1,,
,,1,41600501,Actividades relacionadas con la educacion,ingreso,C,5,auxiliar,,,416005,1,0,0,,,1,,
,,1,416095,ACTIVIDADES CONEXAS,ingreso,C,4,subcuenta,,,4160,0,0,0,,,1,,
,,1,41609501,Actividades conexas,ingreso,C,5,auxiliar,,,416095,1,0,0,,,1,,
,,1,4165,SERVICIOS SOCIALES Y DE SALUD,ingreso,C,3,cuenta,,,41,0,0,0,,,1,,
,,1,416505,SERVICIO HOSPITALARIO,ingreso,C,4,subcuenta,,,4165,0,0,0,,,1,,
,,1,41650501,Servicio hospitalario,ingreso,C,5,auxiliar,,,416505,1,0,0,,,1,,
,,1,416510,SERVICIO MEDICO,ingreso,C,4,subcuenta,,,4165,0,0,0,,,1,,
,,1,41651001,Servicio medico,ingreso,C,5,auxiliar,,,416510,1,0,0,,,1,,
,,1,416515,SERVICIO ODONTOLOGICO,ingreso,C,4,subcuenta,,,4165,0,0,0,,,1,,
,,1,41651501,Servicio odontologico,ingreso,C,5,auxiliar,,,416515,1,0,0,,,1,,
,,1,416520,SERVICIO DE LABORATORIO,ingreso,C,4,subcuenta,,,4165,0,0,0,,,1,,
,,1,41652001,Servicio de laboratorio,ingreso,C,5,auxiliar,,,416520,1,0,0,,,1,,
,,1,416525,ACTIVIDADES VETERINARIAS,ingreso,C,4,subcuenta,,,4165,0,0,0,,,1,,
,,1,41652501,Actividades veterinarias,ingreso,C,5,auxiliar,,,416525,1,0,0,,,1,,
,,1,416530,ACTIVIDADES DE SERVICIOS SOCIALES,ingreso,C,4,subcuenta,,,4165,0,0,0,,,1,,
,,1,41653001,Actividades de servicios sociales,ingreso,C,5,auxiliar,,,416530,1,0,0,,,1,,
,,1,416595,ACTIVIDADES CONEXAS,ingreso,C,4,subcuenta,,,4165,0,0,0,,,1,,
,,1,41659501,Actividades conexas,ingreso,C,5,auxiliar,,,416595,1,0,0,,,1,,
,,1,4170,OTRAS ACTIVIDADES DE SERVICIOS COMUNITARIOS- SOCIALES Y PERSONALES,ingreso,C,3,cuenta,,,41,0,0,0,,,1,,
,,1,417005,ELIMINACION DE DESPERDICIOS Y AGUAS RESIDUALES,ingreso,C,4,subcuenta,,,4170,0,0,0,,,1,,
,,1,41700501,Eliminacion de desperdicios y aguas residuales,ingreso,C,5,auxiliar,,,417005,1,0,0,,,1,,
,,1,417010,ACTIVIDADES DE ASOCIACION,ingreso,C,4,subcuenta,,,4170,0,0,0,,,1,,
,,1,41701001,Actividades de asociacion,ingreso,C,5,auxiliar,,,417010,1,0,0,,,1,,
,,1,417015,PRODUCCION Y DISTRIBUCION DE FILMES Y VIDEOCINTAS,ingreso,C,4,subcuenta,,,4170,0,0,0,,,1,,
,,1,41701501,Produccion y distribucion de filmes y videocintas,ingreso,C,5,auxiliar,,,417015,1,0,0,,,1,,
,,1,417020,EXHIBICION DE FILMES Y VIDEOCINTAS,ingreso,C,4,subcuenta,,,4170,0,0,0,,,1,,
,,1,41702001,Exhibicion de filmes y videocintas,ingreso,C,5,auxiliar,,,417020,1,0,0,,,1,,
,,1,417025,ACTIVIDAD DE RADIO Y TELEVISION,ingreso,C,4,subcuenta,,,4170,0,0,0,,,1,,
,,1,41702501,Actividad de radio y television,ingreso,C,5,auxiliar,,,417025,1,0,0,,,1,,
,,1,417030,ACTIVIDAD TEATRAL- MUSICAL Y ARTISTICA,ingreso,C,4,subcuenta,,,4170,0,0,0,,,1,,
,,1,41703001,Actividad teatral- musical y artistica,ingreso,C,5,auxiliar,,,417030,1,0,0,,,1,,
,,1,417035,GRABACION Y PRODUCCION DE DISCOS,ingreso,C,4,subcuenta,,,4170,0,0,0,,,1,,
,,1,41703501,Grabacion y produccion de discos,ingreso,C,5,auxiliar,,,417035,1,0,0,,,1,,
,,1,417040,ENTRETENIMIENTO Y ESPARCIMIENTO,ingreso,C,4,subcuenta,,,4170,0,0,0,,,1,,
,,1,41704001,Entretenimiento y esparcimiento,ingreso,C,5,auxiliar,,,417040,1,0,0,,,1,,
,,1,417045,AGENCIAS DE NOTICIAS,ingreso,C,4,subcuenta,,,4170,0,0,0,,,1,,
,,1,41704501,Agencias de noticias,ingreso,C,5,auxiliar,,,417045,1,0,0,,,1,,
,,1,417050,LAVANDERIAS Y SIMILARES,ingreso,C,4,subcuenta,,,4170,0,0,0,,,1,,
,,1,41705001,Lavanderias y similares,ingreso,C,5,auxiliar,,,417050,1,0,0,,,1,,
,,1,417055,PELUQUERIAS Y SIMILARES,ingreso,C,4,subcuenta,,,4170,0,0,0,,,1,,
,,1,41705501,Peluquerias y similares,ingreso,C,5,auxiliar,,,417055,1,0,0,,,1,,
,,1,417060,SERVICIOS FUNERARIOS,ingreso,C,4,subcuenta,,,4170,0,0,0,,,1,,
,,1,41706001,Servicios funerarios,ingreso,C,5,auxiliar,,,417060,1,0,0,,,1,,
,,1,417065,ZONAS FRANCAS,ingreso,C,4,subcuenta,,,4170,0,0,0,,,1,,
,,1,41706501,Zonas francas,ingreso,C,5,auxiliar,,,417065,1,0,0,,,1,,
,,1,417095,ACTIVIDADES CONEXAS,ingreso,C,4,subcuenta,,,4170,0,0,0,,,1,,
,,1,41709501,Actividades conexas,ingreso,C,5,auxiliar,,,417095,1,0,0,,,1,,
,,1,4175,DEVOLUCIONES EN VENTAS (DB),ingreso,C,3,cuenta,,,41,0,0,0,,,1,,
,,1,42,NO OPERACIONALES,ingreso,C,2,grupo,,,4,0,0,0,,,1,,
,,1,4205,OTRAS VENTAS,ingreso,C,3,cuenta,,,42,0,0,0,,,1,,
,,1,420505,MATERIA PRIMA,ingreso,C,4,subcuenta,,,4205,0,0,0,,,1,,
,,1,42050501,Materia prima,ingreso,C,5,auxiliar,,,420505,1,0,0,,,1,,
,,1,420510,MATERIAL DE DESECHO,ingreso,C,4,subcuenta,,,4205,0,0,0,,,1,,
,,1,42051001,Material de desecho,ingreso,C,5,auxiliar,,,420510,1,0,0,,,1,,
,,1,420515,MATERIALES VARIOS,ingreso,C,4,subcuenta,,,4205,0,0,0,,,1,,
,,1,42051501,Materiales varios,ingreso,C,5,auxiliar,,,420515,1,0,0,,,1,,
,,1,420520,PRODUCTOS DE DIVERSIFICACION,ingreso,C,4,subcuenta,,,4205,0,0,0,,,1,,
,,1,42052001,Productos de diversificacion,ingreso,C,5,auxiliar,,,420520,1,0,0,,,1,,
,,1,420525,EXCEDENTES DE EXPORTACION,ingreso,C,4,subcuenta,,,4205,0,0,0,,,1,,
,,1,42052501,Excedentes de exportacion,ingreso,C,5,auxiliar,,,420525,1,0,0,,,1,,
,,1,420530,ENVASES Y EMPAQUES,ingreso,C,4,subcuenta,,,4205,0,0,0,,,1,,
,,1,42053001,Envases y empaques,ingreso,C,5,auxiliar,,,420530,1,0,0,,,1,,
,,1,420535,PRODUCTOS AGRICOLAS,ingreso,C,4,subcuenta,,,4205,0,0,0,,,1,,
,,1,42053501,Productos agricolas,ingreso,C,5,auxiliar,,,420535,1,0,0,,,1,,
,,1,420540,DE PROPAGANDA,ingreso,C,4,subcuenta,,,4205,0,0,0,,,1,,
,,1,42054001,De propaganda,ingreso,C,5,auxiliar,,,420540,1,0,0,,,1,,
,,1,420545,PRODUCTOS EN REMATE,ingreso,C,4,subcuenta,,,4205,0,0,0,,,1,,
,,1,42054501,Productos en remate,ingreso,C,5,auxiliar,,,420545,1,0,0,,,1,,
,,1,420550,COMBUSTIBLES Y LUBRICANTES,ingreso,C,4,subcuenta,,,4205,0,0,0,,,1,,
,,1,42055001,Combustibles y lubricantes,ingreso,C,5,auxiliar,,,420550,1,0,0,,,1,,
,,1,4210,FINANCIEROS,ingreso,C,3,cuenta,,,42,0,0,0,,,1,,
,,1,421005,INTERESES,ingreso,C,4,subcuenta,,,4210,0,0,0,,,1,,
,,1,42100501,Intereses,ingreso,C,5,auxiliar,,,421005,1,0,0,,,1,,
,,1,421010,REAJUSTE MONETARIO-UPAC (HOY UVR),ingreso,C,4,subcuenta,,,4210,0,0,0,,,1,,
,,1,42101001,Reajuste monetario-UPAC (hoy UVR),ingreso,C,5,auxiliar,,,421010,1,0,0,,,1,,
,,1,421015,DESCUENTOS AMORTIZADOS,ingreso,C,4,subcuenta,,,4210,0,0,0,,,1,,
,,1,42101501,Descuentos amortizados,ingreso,C,5,auxiliar,,,421015,1,0,0,,,1,,
,,1,421020,DIFERENCIA EN CAMBIO,ingreso,C,4,subcuenta,,,4210,0,0,0,,,1,,
,,1,42102001,Diferencia en cambio,ingreso,C,5,auxiliar,,,421020,1,0,0,,,1,,
,,1,421025,FINANCIACION VEHICULOS,ingreso,C,4,subcuenta,,,4210,0,0,0,,,1,,
,,1,42102501,Financiacion vehiculos,ingreso,C,5,auxiliar,,,421025,1,0,0,,,1,,
,,1,421030,FINANCIACION SISTEMAS DE VIAJES,ingreso,C,4,subcuenta,,,4210,0,0,0,,,1,,
,,1,42103001,Financiacion sistemas de viajes,ingreso,C,5,auxiliar,,,421030,1,0,0,,,1,,
,,1,421035,ACEPTACIONES BANCARIAS,ingreso,C,4,subcuenta,,,4210,0,0,0,,,1,,
,,1,42103501,Aceptaciones bancarias,ingreso,C,5,auxiliar,,,421035,1,0,0,,,1,,
,,1,421040,DESCUENTOS COMERCIALES CONDICIONADOS,ingreso,C,4,subcuenta,,,4210,0,0,0,,,1,,
,,1,42104001,Descuentos comerciales condicionados,ingreso,C,5,auxiliar,,,421040,1,0,0,,,1,,
,,1,421045,DESCUENTOS BANCARIOS,ingreso,C,4,subcuenta,,,4210,0,0,0,,,1,,
,,1,42104501,Descuentos bancarios,ingreso,C,5,auxiliar,,,421045,1,0,0,,,1,,
,,1,421050,COMISIONES CHEQUES DE OTRAS PLAZAS,ingreso,C,4,subcuenta,,,4210,0,0,0,,,1,,
,,1,42105001,Comisiones cheques de otras plazas,ingreso,C,5,auxiliar,,,421050,1,0,0,,,1,,
,,1,421055,MULTAS Y RECARGOS,ingreso,C,4,subcuenta,,,4210,0,0,0,,,1,,
,,1,42105501,Multas y recargos,ingreso,C,5,auxiliar,,,421055,1,0,0,,,1,,
,,1,421060,SANCIONES CHEQUES DEVUELTOS,ingreso,C,4,subcuenta,,,4210,0,0,0,,,1,,
,,1,42106001,Sanciones cheques devueltos,ingreso,C,5,auxiliar,,,421060,1,0,0,,,1,,
,,1,421095,OTROS,ingreso,C,4,subcuenta,,,4210,0,0,0,,,1,,
,,1,42109501,Otros,ingreso,C,5,auxiliar,,,421095,1,0,0,,,1,,
,,1,4215,DIVIDENDOS Y PARTICIPACIONES,ingreso,C,3,cuenta,,,42,0,0,0,,,1,,
,,1,421505,DE SOCIEDADES ANONIMAS Y/O ASIMILADAS,ingreso,C,4,subcuenta,,,4215,0,0,0,,,1,,
,,1,42150501,De sociedades anonimas y/o asimiladas,ingreso,C,5,auxiliar,,,421505,1,0,0,,,1,,
,,1,421510,DE SOCIEDADES LIMITADAS Y/O ASIMILADAS,ingreso,C,4,subcuenta,,,4215,0,0,0,,,1,,
,,1,42151001,De sociedades limitadas y/o asimiladas,ingreso,C,5,auxiliar,,,421510,1,0,0,,,1,,
,,1,4218,INGRESOS METODO DE PARTICIPACION,ingreso,C,3,cuenta,,,42,0,0,0,,,1,,
,,1,421805,DE SOCIEDADES ANONIMAS Y/O ASIMILADAS,ingreso,C,4,subcuenta,,,4218,0,0,0,,,1,,
,,1,42180501,De sociedades anonimas y/o asimiladas,ingreso,C,5,auxiliar,,,421805,1,0,0,,,1,,
,,1,421810,DE SOCIEDADES LIMITADAS Y/O ASIMILADAS,ingreso,C,4,subcuenta,,,4218,0,0,0,,,1,,
,,1,42181001,De sociedades limitadas y/o asimiladas,ingreso,C,5,auxiliar,,,421810,1,0,0,,,1,,
,,1,4220,ARRENDAMIENTOS,ingreso,C,3,cuenta,,,42,0,0,0,,,1,,
,,1,422005,TERRENOS,ingreso,C,4,subcuenta,,,4220,0,0,0,,,1,,
